Entry #,Date,Player Name,Team,Tile,Item Received,Points,Awarded Points,Image,,,Team,Total Points,,,
1558,25/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,DT2 Bosses,Virtus Mask,5,5,,2/25/2026,,,,,,
1559,25/02/2026,Thrallen00,Team 2 - Send Noots,Slayer Bosses,Hellpuppy,7,7,,2/25/2026,,,,,,
1560,25/02/2026,Stronteter1,Team 1 - Ba-Ba's Big Banana Boys,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/25/2026,,,,,,
1561,25/02/2026,Zezimmour,Team 3 - Toes of Amascut,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/25/2026,,,,,,
1562,25/02/2026,juice mcgoos,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Ballista Limb,2,2,,2/25/2026,,,,,,
1563,25/02/2026,Camigos,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Chambers of Xeric,Arcane Prayer Scroll,1,1,,2/25/2026,,,,,,
1564,25/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tombs of Amascut,Ward of Elidinis,3,3,,2/25/2026,,,,,,
1565,25/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Dragon Hunter Wand,3,3,,2/25/2026,,,,,,
1566,25/02/2026,Updong,Team 7 - #Zamn67uwu>:3xD,Shards,Crystal Weapon Seed,2,2,,2/25/2026,,,,,,
1567,25/02/2026,Redthendead,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Zenyte Shard,2,2,,2/25/2026,,,,,,
1568,25/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Dragon Hunter Wand,3,3,,2/25/2026,,,,,,
1569,25/02/2026,Groedels,Team 2 - Send Noots,Slayer Bosses,Pegasian Crystal,3,1,,2/25/2026,,,,,,
1570,25/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Zenyte Shard,2,2,,2/25/2026,,,,,,
1570,25/02/2026,juice mcgoos,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Zenyte Shard,2,2,,2/25/2026,,,,,,
1571,25/02/2026,Kobe Kenobi,Team 3 - Toes of Amascut,Dragons,Hueycoatl Hide,1,1,,2/25/2026,,,,,,
1572,25/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Tome of Earth,3,3,,2/25/2026,,,,,,
1573,25/02/2026,Mr Gizby,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tormented / Demonics,Ballista Limb,2,2,,2/25/2026,,,,,,
1575,25/02/2026,Yezrail55,Team 7 - #Zamn67uwu>:3xD,Shards,Crystal Weapon Seed,2,2,,2/25/2026,,,,,,
1576,25/02/2026,Lorna Snore,Team 1 - Ba-Ba's Big Banana Boys,Shards,Crystal Weapon Seed,2,2,,2/25/2026,,,,,,
1577,25/02/2026,Stronteter1,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Zenyte Shard,2,1,,2/25/2026,,,,,,
1578,25/02/2026,Lorna Snore,Team 1 - Ba-Ba's Big Banana Boys,Shards,Crystal Armour Seed,2,2,,2/25/2026,,,,,,
1579,25/02/2026,Warnock IM,Team 2 - Send Noots,Doom of Mokhaiotl,Dom,5,5,,2/25/2026,,,,,,
1580,25/02/2026,Tashikan,Team 2 - Send Noots,Zulrah,Tanzanite Fang,2,2,,2/25/2026,,,,,,
1581,25/02/2026,Kobe Kenobi,Team 3 - Toes of Amascut,Dragons,Tome of Earth,3,3,,2/25/2026,,,,,,
1582,25/02/2026,Redthendead,Team 4 - Juiced Up Jubblies,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1583,25/02/2026,Redthendead,Team 4 - Juiced Up Jubblies,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1584,25/02/2026,Redthendead,Team 4 - Juiced Up Jubblies,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1586,25/02/2026,Redthendead,Team 4 - Juiced Up Jubblies,Dragons,Draconic Visage,4,4,,2/25/2026,,,,,,
1587,25/02/2026,Gim retro s,Team 4 - Juiced Up Jubblies,DT2 Bosses,Virtus Robe Top,5,5,,2/25/2026,,,,,,
1588,25/02/2026,Cmot,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tormented / Demonics,Tormented Synapse,3,3,,2/25/2026,,,,,,
1589,25/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1591,25/02/2026,Flurpentine,Team 7 - #Zamn67uwu>:3xD,Shards,Venator Shard,2,1,,2/25/2026,,,,,,
1593,25/02/2026,Flurpentine,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Ice Quartz,1,1,,2/25/2026,,,,,,
1595,25/02/2026,Old Cynique,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Blood Quartz,1,1,,2/25/2026,,,,,,
1597,25/02/2026,Wonky Dust,Team 7 - #Zamn67uwu>:3xD,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/25/2026,,,,,,
1598,25/02/2026,Jamine2,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1599,25/02/2026,B0nx,Team 2 - Send Noots,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/25/2026,,,,,,
1600,25/02/2026,CASPERASKE ,Team 1 - Ba-Ba's Big Banana Boys,Yama,Soulflame Horn,3,3,,2/25/2026,,,,,,
1601,25/02/2026,Yezrail55,Team 7 - #Zamn67uwu>:3xD,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/25/2026,,,,,,
1602,25/02/2026,aocl,Team 7 - #Zamn67uwu>:3xD,Dragons,Tome of Earth,3,3,,2/25/2026,,,,,,
1604,25/02/2026,Flurpentine,Team 7 - #Zamn67uwu>:3xD,Dragons,Hueycoatl Hide,1,1,,2/25/2026,,,,,,
1606,25/02/2026,Old Cynique,Team 7 - #Zamn67uwu>:3xD,Dragons,Huberte,7,3,,2/25/2026,,,,,,
1607,25/02/2026,OldShortBoot,Team 6 - Mulch Munchers,Barrows / Moons,Ahrim's Robetop,1,1,,2/25/2026,,,,,,
1609,25/02/2026,IMZICKIO,Team 6 - Mulch Munchers,DT2 Bosses,Chromium Ingot,3,3,,2/25/2026,,,,,,
1610,25/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Seercull,1,1,,2/25/2026,,,,,,
1611,25/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Seercull,1,1,,2/25/2026,,,,,,
1613,25/02/2026,FZNE Conor,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Ice Element Staff Crown,3,3,,2/25/2026,,,,,,
1614,25/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Seercull,1,1,,2/25/2026,,,,,,
1616,25/02/2026,Whipyyy,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/25/2026,,,,,,
1617,25/02/2026,Allagash,Team 2 - Send Noots,DT2 Bosses,Blood Quartz,1,1,,2/25/2026,,,,,,
1618,25/02/2026,Mr Cath,Team 2 - Send Noots,Chambers of Xeric,Arcane Prayer Scroll,1,1,,2/25/2026,,,,,,
1619,25/02/2026,Iron vilcan,Team 2 - Send Noots,Zulrah,Jar of Swamp,5,2,,2/25/2026,,,,,,
1621,25/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/25/2026,,,,,,
1622,25/02/2026,BarelyMining,Team 3 - Toes of Amascut,Theatre of Blood,Avernic Defender,2,2,,2/25/2026,,,,,,
1624,25/02/2026,H5rioon,Team 3 - Toes of Amascut,Dragons,Hueycoatl Hide,1,1,,2/25/2026,,,,,,
1625,25/02/2026,Zezimmour,Team 3 - Toes of Amascut,Dragons,Hueycoatl Hide,1,1,,2/25/2026,,,,,,
1626,25/02/2026,CASPERASKE ,Team 1 - Ba-Ba's Big Banana Boys,GOTR / Tempoross / WT,Phoenix,5,5,,2/25/2026,,,,,,
1627,25/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1628,25/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Dragon Axe,1,1,,2/25/2026,,,,,,
1629,25/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Mud Battlestaff,1,1,,2/25/2026,,,,,,
1630,25/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Dragon Axe,1,1,,2/25/2026,,,,,,
1631,25/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Tormented / Demonics,Ballista Limb,2,2,,2/25/2026,,,,,,
1633,25/02/2026,aocl,Team 7 - #Zamn67uwu>:3xD,Tormented / Demonics,Zenyte Shard,2,2,,2/25/2026,,,,,,
1635,25/02/2026,Yezrail55,Team 7 - #Zamn67uwu>:3xD,Tormented / Demonics,Ballista Spring,2,2,,2/25/2026,,,,,,
1637,25/02/2026,Skaebryda,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tormented / Demonics,Light Frame,2,2,,2/25/2026,,,,,,
1638,25/02/2026,Skaebryda,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tormented / Demonics,Zenyte Shard,2,2,,2/25/2026,,,,,,
1639,25/02/2026,Skaebryda,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tormented / Demonics,Light Frame,2,2,,2/25/2026,,,,,,
1640,25/02/2026,Yezrail55,Team 7 - #Zamn67uwu>:3xD,Tormented / Demonics,Ballista Spring,2,2,,2/25/2026,,,,,,
1642,25/02/2026,Iron Thrage,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,GOTR / Tempoross / WT,Abyssal Lantern,5,5,,2/25/2026,,,,,,
1643,26/02/2026,Plink Cay,Team 7 - #Zamn67uwu>:3xD,Tormented / Demonics,Zenyte Shard,2,2,,2/26/2026,,,,,,
1644,26/02/2026,Rileystoned,Team 7 - #Zamn67uwu>:3xD,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/26/2026,,,,,,
1646,26/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/26/2026,,,,,,
1647,26/02/2026,smot smot,Team 7 - #Zamn67uwu>:3xD,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/26/2026,,,,,,
1648,26/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/26/2026,,,,,,
1650,26/02/2026,Flurpentine,Team 7 - #Zamn67uwu>:3xD,Revenants / Wildy Shields,Odium Shard 2,2,2,,2/26/2026,,,,,,
1651,26/02/2026,Obsoleete,Team 6 - Mulch Munchers,Spider / Bear / Skeleton,Dragon 2h Sword,2,2,,2/26/2026,,,,,,
1652,26/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Warrior's Ring,1,1,,2/26/2026,,,,,,
1653,26/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Dragon Axe,1,1,,2/26/2026,,,,,,
1654,26/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Dragon Axe,1,1,,2/26/2026,,,,,,
1655,26/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/26/2026,,,,,,
1656,26/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tormented / Demonics,Heavy Frame,3,3,,2/26/2026,,,,,,
1657,26/02/2026,Shad IM,Team 6 - Mulch Munchers,Spider / Bear / Skeleton,Skull of Vet'ion,1,1,,2/26/2026,,,,,,
1658,26/02/2026,Jin U,Team 3 - Toes of Amascut,Yama,Oathplate Legs,5,5,,2/26/2026,,,,,,
1659,26/02/2026,IM Sacerdos1,Team 3 - Toes of Amascut,Tombs of Amascut,Masori Mask,3,3,,2/26/2026,,,,,,
1660,26/02/2026,B0nx,Team 2 - Send Noots,Yama,Soulflame Horn,3,3,,2/26/2026,,,,,,
1661,26/02/2026,GIM Chibbi,Team 2 - Send Noots,Shards,Venator Shard,2,2,,2/26/2026,,,,,,
1662,26/02/2026,GIM Chibbi,Team 2 - Send Noots,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1664,26/02/2026,Sjieve,Team 2 - Send Noots,Shards,Crystal Weapon Seed,2,2,,2/26/2026,,,,,,
1665,26/02/2026,Tashikan,Team 2 - Send Noots,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1665,26/02/2026,Tashikan,Team 2 - Send Noots,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1666,26/02/2026,GIM Chibbi,Team 2 - Send Noots,God Wars Dungeon,Godsword Shard 3,1,1,,2/26/2026,,,,,,
1667,26/02/2026,Whipyyy,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1668,26/02/2026,B0nx,Team 2 - Send Noots,Chambers of Xeric,Dragon Hunter Crossbow,2,2,,2/26/2026,,,,,,
1669,26/02/2026,Arklites,Team 6 - Mulch Munchers,Barrows / Moons,Ahrim's Staff,1,1,,2/26/2026,,,,,,
1670,26/02/2026,Nuck Formies,Team 4 - Juiced Up Jubblies,Yama,Soulflame Horn,3,3,,2/26/2026,,,,,,
1671,26/02/2026,OnlySpooned,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1672,26/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Slayer Bosses,Hydra Leather,5,5,,2/26/2026,,,,,,
1674,26/02/2026,Gim retro s,Team 4 - Juiced Up Jubblies,Doom of Mokhaiotl,Avernic Treads,5,5,,2/26/2026,,,,,,
1675,26/02/2026,Iron speesh,Team 3 - Toes of Amascut,Tombs of Amascut,Osmumten's Fang,1,1,,2/26/2026,,,,,,
1676,26/02/2026,Allagash,Team 2 - Send Noots,Revenants / Wildy Shields,Ancient Emblem,2,2,,2/26/2026,,,,,,
1677,26/02/2026,B0nx,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/26/2026,,,,,,
1679,26/02/2026,Tashikan,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/26/2026,,,,,,
1681,26/02/2026,Zezimmour,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1682,26/02/2026,Zezimmour,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1683,26/02/2026,Cory catfish,Team 6 - Mulch Munchers,Meme Tile,Curved Bone,3,3,,2/26/2026,,,,,,
1684,26/02/2026,Cory catfish,Team 6 - Mulch Munchers,Slayer Bosses,Belle's Folly,3,3,,2/26/2026,,,,,,
1685,26/02/2026,Ex M0bileuim,Team 6 - Mulch Munchers,Barrows / Moons,Blue Moon Spear,1,1,,2/26/2026,,,,,,
1686,26/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1688,26/02/2026,chef derk,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/26/2026,,,,,,
1689,26/02/2026,chef derk,Team 2 - Send Noots,DT2 Bosses,Smoke Quartz,1,1,,2/26/2026,,,,,,
1690,26/02/2026,king Ovu,Team 2 - Send Noots,Colo / Inferno,Sunfire Fanatic Cuirass,2,2,,2/26/2026,,,,,,
1692,26/02/2026,Zezimmour,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1691,26/02/2026,Zezimmour,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1694,26/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1695,26/02/2026,Zezimmour,Team 3 - Toes of Amascut,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1697,26/02/2026,DikzakNo51,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tormented / Demonics,Tormented Synapse,3,2,,2/26/2026,,,,,,
1698,26/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Dagannoth Kings,Archer's Ring,1,1,,2/26/2026,,,,,,
1699,26/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Dagannoth Kings,Seercull,1,1,,2/26/2026,,,,,,
1700,26/02/2026,Sjieve,Team 2 - Send Noots,Revenants / Wildy Shields,Odium Shard 2,2,2,,2/26/2026,,,,,,
1701,26/02/2026,madkip,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1702,26/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1703,26/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Barrows / Moons,Torag's Helm,1,1,,2/26/2026,,,,,,
1704,26/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Revenants / Wildy Shields,Ancient Crystal,3,3,,2/26/2026,,,,,,
1705,26/02/2026,Coleyo,Team 7 - #Zamn67uwu>:3xD,Meme Tile,Jogre Champion Scroll,3,3,,2/26/2026,,,,,,
1707,26/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Dagannoth Kings,Warrior's Ring,1,1,,2/26/2026,,,,,,
1708,26/02/2026,Cartoon19F3,Team 2 - Send Noots,Dagannoth Kings,Dragon Axe,1,1,,2/26/2026,,,,,,
1710,26/02/2026,Thrallen00,Team 2 - Send Noots,Dagannoth Kings,Dragon Axe,1,1,,2/26/2026,,,,,,
1711,26/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/26/2026,,,,,,
1712,26/02/2026,Coleyo,Team 7 - #Zamn67uwu>:3xD,Meme Tile,Hobgoblin Champion Scroll,3,3,,2/26/2026,,,,,,
1713,26/02/2026,king Ovu,Team 2 - Send Noots,Colo / Inferno,Sunfire Fanatic Helm,2,2,,2/26/2026,,,,,,
1714,26/02/2026,Jamine2,Team 3 - Toes of Amascut,Chambers of Xeric,Elder Maul,7,7,,2/26/2026,,,,,,
1715,26/02/2026,king Ovu,Team 2 - Send Noots,Colo / Inferno,Dizana's Quiver,1,1,,2/26/2026,,,,,,
1716,26/02/2026,Thrallen00,Team 2 - Send Noots,Dagannoth Kings,Dragon Axe,1,1,,2/26/2026,,,,,,
1717,26/02/2026,Warnock IM,Team 2 - Send Noots,God Wars Dungeon,Godsword Shard 2,1,1,,2/26/2026,,,,,,
1718,26/02/2026,Warnock IM,Team 2 - Send Noots,God Wars Dungeon,Godsword Shard 3,1,1,,2/26/2026,,,,,,
1719,26/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1720,26/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1721,26/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Meme Tile,Goblin Champion Scroll,3,3,,2/26/2026,,,,,,
1722,26/02/2026,Thrallen00,Team 2 - Send Noots,Dagannoth Kings,Warrior's Ring,1,1,,2/26/2026,,,,,,
1723,26/02/2026,Thrallen00,Team 2 - Send Noots,Dagannoth Kings,Warrior's Ring,1,1,,2/26/2026,,,,,,
1725,26/02/2026,Thrallen00,Team 2 - Send Noots,Dagannoth Kings,Berserker Ring,1,1,,2/26/2026,,,,,,
1726,26/02/2026,Thrallen00,Team 2 - Send Noots,Dagannoth Kings,Seercull,1,1,,2/26/2026,,,,,,
1726,26/02/2026,Thrallen00,Team 2 - Send Noots,Dagannoth Kings,Dragon Axe,1,1,,2/26/2026,,,,,,
1727,26/02/2026,AkseleratorX,Team 6 - Mulch Munchers,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1728,26/02/2026,AkseleratorX,Team 6 - Mulch Munchers,Dragons,Dragon Metal Sheet,1,1,,2/26/2026,,,,,,
1729,26/02/2026,Saintonis,Team 6 - Mulch Munchers,Slayer Misc,Occult Necklace,2,2,,2/26/2026,,,,,,
1730,26/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1731,26/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,GOTR / Tempoross / WT,Tome of Fire,5,5,,2/26/2026,Evidence: https://i.vgy.me/dFCgSe.png,,,,,
1732,26/02/2026,Groedels,Team 2 - Send Noots,Shards,Venator Shard,2,2,,2/26/2026,,,,,,
1733,26/02/2026,BarelyMining,Team 3 - Toes of Amascut,Chambers of Xeric,Elder Maul,7,7,,2/26/2026,,,,,,
1734,26/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Light Frame,2,2,,2/26/2026,,,,,,
1736,26/02/2026,GIMyNewtron,Team 6 - Mulch Munchers,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1737,26/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Dragons,Tome of Earth,3,3,,2/26/2026,,,,,,
1738,26/02/2026,Rileystoned,Team 7 - #Zamn67uwu>:3xD,GOTR / Tempoross / WT,Abyssal Lantern,5,5,,2/26/2026,Evidence: https://i.vgy.me/CfNlGX.png,,,,,
1739,26/02/2026,Snusician,Team 3 - Toes of Amascut,Nightmare / PNM,Inquisitor's Great Helm,5,5,,2/26/2026,,,,,,
1740,26/02/2026,Iron vilcan,Team 2 - Send Noots,Shards,Crystal Weapon Seed,2,2,,2/26/2026,,,,,,
1741,26/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Ballista Limb,2,2,,2/26/2026,,,,,,
1742,26/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Shards,Crystal Weapon Seed,2,2,,2/26/2026,,,,,,
1743,26/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1745,26/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1746,26/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/26/2026,,,,,,
1748,26/02/2026,Saintonis,Team 6 - Mulch Munchers,Revenants / Wildy Shields,Malediction Shard 3,2,2,,2/26/2026,,,,,,
1749,26/02/2026,Yezrail55,Team 7 - #Zamn67uwu>:3xD,Meme Tile,Goblin Champion Scroll,3,2,,2/26/2026,,,,,,
1750,26/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Tombs of Amascut,Masori Mask,3,3,,2/26/2026,,,,,,
1751,26/02/2026,Jin U,Team 3 - Toes of Amascut,Tombs of Amascut,Masori Mask,3,3,,2/26/2026,,,,,,
1752,26/02/2026,juice mcgoos,Team 1 - Ba-Ba's Big Banana Boys,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/26/2026,,,,,,
1754,26/02/2026,Chesto Berry,Team 1 - Ba-Ba's Big Banana Boys,Tombs of Amascut,Lightbearer,1,1,,2/26/2026,,,,,,
1755,26/02/2026,GIM Chibbi,Team 2 - Send Noots,Colo / Inferno,Dizana's Quiver,1,1,,2/26/2026,,,,,,
1756,26/02/2026,Warnock IM,Team 2 - Send Noots,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/26/2026,,,,,,
1758,26/02/2026,Thrallen00,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/26/2026,,,,,,
1759,26/02/2026,Tashikan,Team 2 - Send Noots,Revenants / Wildy Shields,Malediction Shard 1,2,2,,2/26/2026,,,,,,
1760,26/02/2026,GIM Chibbi,Team 2 - Send Noots,Colo / Inferno,Sunfire Fanatic Chausses,2,2,,2/26/2026,,,,,,
1761,26/02/2026,GIM Retro J,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1762,26/02/2026,GIM Retro J,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1763,26/02/2026,Whipyyy,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1764,26/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Meme Tile,Curved Bone,3,3,,2/26/2026,,,,,,
1765,26/02/2026,Redthendead,Team 4 - Juiced Up Jubblies,Slayer Bosses,Belle's Folly,3,3,,2/26/2026,,,,,,
1766,26/02/2026,Nuck Formies,Team 4 - Juiced Up Jubblies,Yama,Soulflame Horn,3,3,,2/26/2026,,,,,,
1767,26/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Meme Tile,Giant Champion Scroll,3,2,,2/26/2026,,,,,,
1768,26/02/2026,Cmot,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1769,26/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Hueycoatl Hide,1,1,,2/26/2026,,,,,,
1770,26/02/2026,Ex M0bileuim,Team 6 - Mulch Munchers,Revenants / Wildy Shields,Malediction Shard 1,2,1,,2/26/2026,,,,,,
1772,26/02/2026,Shad IM,Team 6 - Mulch Munchers,Spider / Bear / Skeleton,Dragon Pickaxe,2,2,,2/26/2026,,,,,,
1774,26/02/2026,Shad IM,Team 6 - Mulch Munchers,Spider / Bear / Skeleton,Skull of Vet'ion,1,1,,2/26/2026,,,,,,
1775,26/02/2026,Rileystoned,Team 7 - #Zamn67uwu>:3xD,GOTR / Tempoross / WT,Tome of Fire,5,5,,2/26/2026,Evidence: https://i.vgy.me/Y98tgc.png,,,,,
1776,26/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Eye of the Duke,5,5,,2/26/2026,,,,,,
1777,26/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Doom of Mokhaiotl,Mokhaiotl Cloth,5,5,,2/26/2026,,,,,,
1779,26/02/2026,GIM Chibbi,Team 2 - Send Noots,Colo / Inferno,Echo Crystal,2,2,,2/26/2026,,,,,,
